index,title,type,description,genre,cast,creators
671,Trollhunters: Rise of the Titans,movie,"Heroes from ""Trollhunters,"" ""3Below"" and ""Wizards"" join forces to fight a shadowy enemy threatening to take over their worlds — and reset Earth itself.","[""Children & Family Movies"",""Movies Based on Books"",""Family Movies""]","[""Alfred Molina"",""Amy Landecker"",""Angel Lin"",""Charlie Saxton"",""Cole Sand"",""Colin O&#39;Donoghue"",""Diego Luna"",""Emile Hirsch"",""Fred Tatasciore"",""James Hong"",""Jonathan Hyde"",""Kay Bess"",""Kelsey Grammer"",""Lauren Tom"",""Lexi Medrano"",""Nick Frost"",""Nick Offerman"",""Piotr Michael"",""Steven Yeun"",""Tatiana Maslany"",""Thomas F. Wilson""]","[""Guillermo del Toro""]"
672,Sanitation Day,movie,Two cops must contend with the uncooperative tenants of an apartment complex as they try to solve a murder before the crime scene is wiped clean.,"[""African Movies"",""Dramas"",""Crime Movies"",""Thriller Movies"",""Mysteries"",""Nollywood""]","[""Adebayo Salami"",""Belinda Effah"",""Blossom Chukwujekwu"",""Charles Inojie"",""Chris Okagbue"",""Chukwuemeka Okoroafor"",""Elozonam Ogbolu"",""Elvina Ibru"",""Kunle Fawole"",""Nse Ikpe-Etim"",""Saeed Mohammed"",""Tobi Bakare""]","[""Seyi Babatope""]"
673,The Tambour of Retribution,movie,"In an impoverished neighborhood, the son of a swordsman falls in love with the daughter of a wedding singer — a taboo match in a traditional society.","[""Social Issue Dramas"",""Dramas"",""Middle Eastern Movies"",""Romantic Movies"",""Saudi""]","[""Abdulateif Saud"",""Adwa Fahad"",""Ajeba Aldosary"",""Aly Ibrahim"",""Dhay Nasser"",""Faisal Al Dokhei"",""Hashem Hawsawi"",""Ibrahim Mesisebi"",""Muhand Alsaleh"",""Nada Alshehry"",""Rawya Ahmed"",""Samer Elkhal"",""Shabib Alkhaleefa""]","[""Abdulaziz Alshlahei""]"
674,Deep,movie,Four insomniac med school students are lured into a neuroscience experiment that spirals out of control — and must find a way out before it’s too late.,"[""Teen Movies"",""Dramas"",""Thriller Movies"",""Sci-Fi Movies"",""Thai""]","[""Bhumibhat Thavornsiri"",""Dujdao Vadhanapakorn"",""Kay Lertsittichai"",""Kim Waddoup"",""Krit Jeerapattananuwong"",""Panisara Rikulsurakan"",""Philaiwan Khamphirathat"",""Supanaree Sutavijitvong"",""Warisara Jitpreedasakul"",""Wongsakorn Rassamitat""]","[""Adirek Wattaleela"",""Apirak Samudkitpaisan"",""Jetarin Ratanaserikiat"",""Sita Likitvanichkul"",""Thanabodee Uawithya""]"
675,Fear Street Part 3: 1666,movie,"Thrust back to 1666, Deena learns the truth about Sarah Fier. Back in 1994, the friends fight for their lives — and Shadyside’s future.","[""Teen Movies"",""LGBTQ Movies"",""Horror Movies""]","[""Ashley Zukerman"",""Benjamin Flores Jr."",""Darrell Britt-Gibson"",""Emily Rudd"",""Fred Hechinger"",""Gillian Jacobs"",""Jordana Spiro"",""Jordyn DiNatale"",""Julia Rehwald"",""Kiana Madeira"",""McCabe Slye"",""Olivia Scott Welch"",""Sadie Sink""]","[""Leigh Janiak""]"
676,2 Weeks in Lagos,movie,A businessman returns home to Nigeria and falls in love with a friend&#39;s sister despite his family’s plan for him to marry a politician’s daughter.,"[""African Movies"",""Social Issue Dramas"",""Dramas"",""Romantic Movies"",""Nollywood""]","[""Ajoke Silva"",""Beverly Naya"",""Deyemi Okanlawon"",""Efe Irele"",""Jide Kosoko"",""Mawuli Gavor"",""Okey Uzoeshi"",""Shaffy Bello"",""Tina Mba"",""Toyin Abraham""]","[""Kathryn Fasegha""]"
677,My Amanda,movie,"Two unusually close friends share every aspect of their lives together. As their lives evolve, their bond remains the only constant.","[""Dramas"",""Romantic Movies"",""Filipino""]","[""Alessandra de Rossi"",""Alex Medina"",""Helga Krapf"",""Jess Mendoza"",""Joyce Ann Burton"",""KC Montero"",""Luz Valdez"",""Piolo Pascual""]","[""Alessandra de Rossi""]"
678,Emicida: AmarElo - Live in São Paulo,movie,"Brazilian rapper Emicida brings his progressive rhymes and eclectic beats to São Paulo&#39;s Theatro Municipal as he performs hits from the album ""AmarElo.""","[""Social & Cultural Docs"",""Hip-Hop"",""Music & Musicals"",""Documentary Films"",""Concerts"",""Brazilian""]","[""Emicida""]","[""Fred Ouro Preto""]"
679,A Perfect Fit,movie,"Sparks fly when a fashion blogger in Bali meets a gifted shoemaker, leading her to question her commitment to her fiancé.","[""Romantic Comedies"",""Comedies"",""Romantic Movies"",""Indonesian""]","[""Anggika Bolsterli"",""Ayu Laksmi"",""Bryan Domani"",""Christine Hakim"",""Dave Hendrik"",""Dominique Sanda"",""Giorgino Abraham"",""I Made Sidia"",""Karina Suwandi"",""Laura Theux"",""Mathias Muchus"",""Nadya Arina"",""Refal Hady"",""Unique Priscilla"",""Wafda Saifan"",""Yayu Unru""]","[""Hadrah Daeng Ratu""]"
680,Bohemian Rhapsody,movie,A shy misfit transforms into iconic Queen singer Freddie Mercury in this biopic inspired by the band&#39;s tumultuous rise to fame and personal struggles.,"[""Dramas"",""Music & Musicals"",""US Movies""]","[""Aaron McCusker"",""Ace Bhatti"",""Aidan Gillen"",""Allen Leech"",""Ben Hardy"",""Gwilym Lee"",""Joseph Mazzello"",""Lucy Boynton"",""Max Bennett"",""Meneka Das"",""Mike Myers"",""Rami Malek"",""Tom Hollander""]","[""Bryan Singer"",""Dexter Fletcher""]"
681,Of Fathers and Sons,movie,"Posing as a war photographer, Syrian director Talal Derki returns to his devastated country and chronicles the dailies of a jihadist leader&#39;s family.","[""Military Documentaries"",""Military Movies"",""Documentary Films"",""German""]","[""Abu Osama"",""Ayman Osama"",""Osama Osama""]","[""Talal Derki""]"
682,The Unknown Saint,movie,"Following a stint behind bars, a thief returns to where he buried his loot, only to find that his hiding spot is now a shrine to an unknown saint.","[""African Movies"",""Social Issue Dramas"",""Dramas"",""Crime Movies"",""Middle Eastern Movies"",""Comedies"",""Independent Movies""]","[""Abdel Ghani Benizza"",""Abdelghani Kitab"",""Adam Morjany"",""Ahmed Yarziz"",""Anas Elbaz"",""Bouchaib Essamak"",""Hassan Ben Badida"",""Mohamed El Moutamassik"",""Mohamed Naimane"",""Rachid El Adouani"",""Salah Bensalah"",""Younes Bouab""]","[""Alaa Eddine Aljem""]"
683,The Guide to the Perfect Family,movie,"A couple in Québec deals with the pitfalls, pressure and high expectations of raising kids in a society obsessed with success and social media image.","[""Dramas"",""Comedies"",""Canadian""]","[""Alexandre Goyette"",""Catherine Chabot"",""Émilie Bierre"",""Gilles Renaud"",""Isabelle Guérard"",""Jean-Carl Boucher"",""Louis Morissette"",""Louise Portal"",""Xavier Lebel""]","[""Ricardo Trogi""]"
684,Private Network: Who Killed Manuel Buendía?,movie,A deep dive into the work of renowned Mexican journalist Manuel Buendía looks to unravel his murder and the ties between politics and drug trafficking.,"[""Crime Movies"",""True Crime Documentaries"",""Documentary Films"",""Mexican""]","[""Daniel Giménez Cacho""]","[""Manuel Alcalá""]"
685,A Classic Horror Story,movie,"In this gruesome suspense film, strangers traveling in southern Italy become stranded in the woods, where they must fight desperately to get out alive.","[""Horror Movies"",""Italian""]","[""Alida Baldari Calabria"",""Cristina Donadio"",""Francesca Cavallin"",""Francesco Russo"",""Matilda Lutz"",""Peppino Mazzotta"",""Will Merrick"",""Yuliia Sobol""]","[""Paolo Strippoli"",""Roberto De Feo""]"
686,Day of Destiny,movie,"With their family facing financial woes, two teen brothers seize an opportunity to reverse their bad fortunes by traveling 20 years back in time.","[""Children & Family Movies"",""African Movies"",""Social Issue Dramas"",""Dramas"",""Family Features"",""Nollywood""]","[""Blossom Chukwujekwu"",""Broda Shaggi"",""Denola Grey"",""Deyemi Okanlawon"",""Gbemi Akinlade"",""Ini Dima-Okojie"",""Ireti Doyle"",""Jide Kosoko"",""Norbert Young"",""Olumide Oworu"",""Toyin Abraham""]","[""Abosi Ogba"",""Akay Mason""]"
687,The Tour,movie,"Miloš Knor brings comedians Lukáš Pavlásek, Tomáš Matonoha, Ester Kočičková, Michal Kavalčík and Richard Nedvěd on a tour around the Czech Republic.","[""Comedies"",""Documentary Films"",""Czech""]","[""Ester Kočičková"",""Lukáš Pavlásek"",""Michal Kavalčík"",""Miloš Knor"",""Richard Nedvěd"",""Tomáš Matonoha""]","[""Juraj Šajmovič""]"
688,The Water Man,movie,"Desperate to save his ailing mother, 11-year-old Gunner runs away from home on a quest to find a mythic figure rumored to have the power to cheat death.","[""Children & Family Movies"",""Dramas"",""Family Features""]","[""Alfred Molina"",""Amiah Miller"",""David Oyelowo"",""Lonnie Chavis"",""Maria Bello"",""Rosario Dawson""]","[""David Oyelowo""]"
689,Lee Su-geun: The Sense Coach,movie,"Lee Su-geun&#39;s rise to Korean comedy stardom went hand in hand with his mastery over picking up social cues. Now, he&#39;s ready to share his know-hows.","[""Comedies"",""Stand-Up Comedy"",""Korean""]","[""Lee Su-geun""]","[""Kim Joo-hyung""]"
690,How I Became a Superhero,movie,"In a world where humans and superheroes coexist, a lone wolf cop teams up with a bright detective to dismantle a dark plot to extract superpowers.","[""Action & Adventure"",""Dramas"",""Movies Based on Books"",""Sci-Fi Movies"",""French""]","[""Benoît Poelvoorde"",""Camille Japy"",""Gilles Cohen"",""Leïla Bekhti"",""Léonie Souchaud"",""Louis Peres"",""Pio Marmaï"",""Swann Arlaud"",""Théo Christine"",""Vimala Pons""]","[""Douglas Attal""]"
691,Fear Street Part 2: 1978,movie,"In the cursed town of Shadyside, a killer&#39;s murder spree terrorizes Camp Nightwing and turns a summer of fun into a gruesome fight for survival.","[""Teen Movies"",""Horror Movies""]","[""Ashley Zukerman"",""Benjamin Flores Jr."",""Chiara Aurelia"",""Emily Rudd"",""Gillian Jacobs"",""Jordana Spiro"",""Jordyn DiNatale"",""Kiana Madeira"",""McCabe Slye"",""Olivia Scott Welch"",""Ryan Simpkins"",""Sadie Sink"",""Ted Sutherland""]","[""Leigh Janiak""]"
692,Monster Hunter,movie,"A sandstorm transports Captain Artemis and her unit to a hostile new world, where they discover enormous monsters that are immune to their firepower.","[""Action & Adventure"",""US Movies""]","[""Diego Boneta"",""Hirona Yamazaki"",""Jannik Schümann"",""Jin Auyeung"",""Josh Helman"",""Meagan Good"",""Milla Jovovich"",""Ron Perlman"",""T.I."",""Tony Jaa""]","[""Paul W.S. Anderson""]"
693,Finding Hubby,movie,"Oyin and her two close friends are on the hunt for husbands, but find that they must grapple with their own expectations as they look for love.","[""African Movies"",""Romantic Comedies"",""Dramas"",""Comedies"",""Romantic Movies"",""Nollywood""]","[""Ade Laoye"",""Charles Etubiebi"",""Delroy Norman"",""Demi Banwo"",""Efa Iwara"",""Kehinde Bankole"",""Munachi Abii"",""Omowunmi Dada"",""Paul Utomi"",""Teniola Aladese"",""Tina Mba"",""Tope Tedela""]","[""Femi D. Ogunsanwo""]"
694,Back to Q82,movie,"Eager to rejoin her divorced parents, an inventor&#39;s daughter drives his time-traveling car back to 1982. But a secret crush accidentally follows.","[""Middle Eastern Movies"",""Comedies"",""Sci-Fi Movies"",""Kuwaiti""]","[""Abdel Imam Abdullah"",""Abdulaziz El Nassar"",""Ali Al-Hamdaan"",""Amal Anbari"",""Bashar Abd Alah"",""El Hussein Abd"",""Jassim Al Nabhan"",""Khalid Muthafar"",""Naser Albouloshy"",""Nawaf Al Shemmeri""]","[""Ahmed Siddiqui""]"
695,Love You My Arrogance,movie,"A social media star has a supernatural gift allowing him to hear others&#39; thoughts. When the gift becomes a burden,  he works to win back his followers.","[""Romantic Comedies"",""Comedies"",""Romantic Films"",""Thai Comedies"",""Thai Films"",""Thai""]","[""Chonnikan Netjui"",""Darvid Kreepolrerk"",""Lapassalan Jiravechsoontornkul"",""Naphat Siangsomboon"",""Thongchai Thongkanthom"",""Witsarut Himmarat""]","[""Weerachit Thongjila""]"
696,This Little Love Of Mine,movie,A workaholic lawyer returns to her island home to convince an old friend to take over his family’s company — but rekindled feelings soon get in the way.,"[""Romantic Movies"",""Australian""]","[""Craig Horner"",""Liam McIntyre"",""Lynn Gilmartin"",""Saskia Hampele""]","[""Christine Luby""]"
697,The 8th Night,movie,"With prayer beads in one hand and an ax in the other, a monk hunts down a millennia-old spirit that&#39;s possessing humans and unleashing hell on Earth.","[""Horror Movies"",""Thriller Movies"",""Korean""]","[""Choi Jin-ho"",""Kim Dong-yeong"",""Kim You-jung"",""Lee Eal"",""Lee Sung-min"",""Nam Da-reum"",""Park Hae-joon""]","[""Kim Tae-hyung""]"
698,Haseen Dillruba,movie,"Under investigation as a suspect in her husband’s murder, a wife reveals details of their thorny marriage that seem to only further blur the truth.","[""Bollywood Movies"",""Romantic Movies"",""Thriller Movies"",""Hindi-Language Movies"",""Indian""]","[""Aditya Srivastava"",""Ashish Verma"",""Daya Shankar Pandey"",""Harshvardhan Rane"",""Taapsee Pannu"",""Vikrant Massey"",""Yamini Das""]","[""Vinil Mathew""]"
699,Fear Street Part 1: 1994,movie,"After a series of brutal slayings, a teen and her friends take on an evil force that&#39;s plagued their notorious town for centuries. Welcome to Shadyside.","[""Teen Movies"",""LGBTQ Movies"",""Horror Movies""]","[""Ashley Zukerman"",""Benjamin Flores Jr."",""Darrell Britt-Gibson"",""Fred Hechinger"",""Jordana Spiro"",""Jordyn DiNatale"",""Julia Rehwald"",""Kiana Madeira"",""Maya Hawke"",""Olivia Scott Welch""]","[""Leigh Janiak""]"
700,Never Back Down 3,movie,Former MMA champion Case Walker seizes a shot at redemption when he helps train renowned fighter Brody James for a high-profile match in Thailand.,"[""Action & Adventure"",""Martial Arts Films""]","[""Josh Barnett""]","[""Michael Jai White""]"
701,RattleSnake - The Ahanna Story,movie,"In this stylish remake, a disillusioned mastermind assembles a team to pull off a series of spectacular heists — but his crimes make too many enemies.","[""African Movies"",""Social Issue Dramas"",""Dramas"",""Thriller Movies"",""Nollywood""]","[""Brutus Richard"",""Bucci Franklin"",""Chinyere Wilfred"",""Chiwetalu Agu"",""Efa Iwara"",""Elma Mbadiwe"",""Emeka Nwagbaraocha"",""Norbert Young"",""Odera Adimorah"",""Osas Ighodaro"",""Sonny McDon"",""Stan Nze""]","[""Ramsey Nouah""]"
702,Mobile Suit Gundam Hathaway,movie,"After Char’s rebellion, Hathaway Noa leads an insurgency against Earth Federation, but meeting an enemy officer and a mysterious woman alters his fate.","[""Action & Adventure"",""Action Anime"",""Sci-Fi Anime"",""Anime Movies"",""Movies Based on Books"",""Mecha & Cyborg Anime"",""Sci-Fi Movies"",""Japanese""]","[""Junichi Suwabe"",""Kensho Ono"",""Reina Ueda""]","[""Shuko Murase""]"
703,Holiday on Mars,movie,A scoundrel&#39;s mission to escape his family and remarry on Mars is hilariously scrubbed when a mishap with a black hole turns his son into an old man.,"[""Comedies"",""Sci-Fi Movies"",""Italian""]","[""Alessandro Bisegna"",""Christian De Sica"",""Denise Tantucci"",""Fiammetta Cicogna"",""Francesco Bruni"",""Herbert Ballerina"",""Lucia Mascino"",""Massimo Boldi"",""Milena Vukotic"",""Paola Minaccioni""]","[""Neri Parenti""]"
704,Dynasty Warriors,movie,"Warlords, warriors and statesmen wage a battle for supremacy in this fantasy tale based on the hit video games and the ""Romance of the Three Kingdoms.""","[""Action & Adventure"",""Chinese Movies"",""Military Movies"",""Movies Based on Books"",""Hong Kong""]","[""Carina Lau"",""Han Geng"",""Justin Cheung"",""Lam Suet"",""Louis Koo"",""NaZha"",""Ray Lui"",""Tony Yang"",""Wang Kai"",""Yuan Wenkang""]","[""Chow Hin Yeung Roy""]"
705,America: The Motion Picture,movie,A chainsaw-wielding George Washington teams with beer-loving bro Sam Adams to take down the Brits in a tongue-in-cheek riff on the American Revolution.,"[""Action & Adventure"",""Comedies"",""Adult Animation""]","[""Andy Samberg"",""Bobby Moynihan"",""Channing Tatum"",""Jason Mantzoukas"",""Judy Greer"",""Killer Mike"",""Olivia Munn"",""Raoul Trujillo"",""Simon Pegg"",""Will Forte""]","[""Matt Thompson""]"
706,Mommy Issues,movie,Close quarters and new romances add trouble to the rocky relationship between a high-strung young woman and her demanding mother.,"[""Dramas"",""Comedies"",""Filipino""]","[""Gloria Diaz"",""Jerome Ponce"",""Pokwang"",""Ryan Bang"",""Sue Ramirez""]","[""Jose Javier Reyes""]"
707,Deranged,movie,A substitute teacher and an obsessive student begin an illicit affair that endangers everyone involved and blurs the line between predator and prey.,"[""African Movies"",""Dramas""]","[""Henry Prempeh"",""Jason E.L Agha"",""Kelvin Boateng"",""Lisbeth Lopez Acquah"",""Nadia Buari"",""Pascaline Edwards"",""Prince Mingle"",""Priscilla Opoku Agyeman"",""Ramsey Nouah"",""Zynnell Zuh""]","[""Jameel Buari""]"
708,Wanted,movie,Four seniors embark on misadventures after breaking out of their nursing home to save a loved one’s grave from demolition by estate developers.,"[""Middle Eastern Movies"",""Comedies"",""Lebanese""]","[""Aida Sabra"",""Daad Rizk"",""Dory El Samarany"",""Georges Boukhalil"",""Georges Diab"",""Josyane Boulos"",""Myriam Klink"",""Pierre Rabbat"",""Sihame Haddad""]","[""Nibal Arakji""]"
709,A Way Back Home,movie,"After receiving a terminal diagnosis, a man fakes an accident to spare his family’s grief and must deal with the fallout of his deception.","[""African Movies"",""Dramas"",""Nollywood""]","[""Alexandra Ayo"",""Alexx Ekubo"",""Amb. Rachel Bakam"",""Bimbo Manuel"",""Clem Ohameze"",""Damilola Ogunsi"",""Haillie Sumney"",""Ik Ogbonna"",""John Fashanu"",""Mariah Ug""]","[""B. T Thomas""]"
710,Voiceless,movie,"A bright and promising young girl gets abducted and taken to a terrorist camp, where she unexpectedly crosses paths with her soulmate.","[""African Films"",""Dramas"",""Thrillers"",""Nollywood""]","[""Abba Ali Zaky"",""Abdul’ Usman Zada"",""Abubakar Maina"",""Adam Garba"",""Asabe Madaki"",""Habiba Zock-Sock"",""Healing Marcus Udor"",""Jamila Ibrahim"",""Nadia Dutch"",""Rekiya Ibrahim Atta"",""Sani Mu’azu"",""Uzee Usman"",""Yakubu Mohammed""]","[""Robert O. Peters""]"
711,Wonder Boy,movie,This revealing documentary follows Balmain creative director Olivier Rousteing as he brings his bold designs to life and goes in search of his origins.,"[""Biographical Documentaries"",""Social & Cultural Docs"",""Documentary Films"",""Lifestyle"",""French""]","[""Olivier Rousteing""]","[""Anissa Bonnefont""]"
712,Into the Wind,movie,Two siblings set sail as a crew on a yacht on the Aegean Sea. Circumstances soon change when a young documentary filmmaker comes aboard.,"[""Sports Movies"",""Dramas"",""Independent Movies"",""Czech""]","[""Jenovéfa Boková"",""Matyáš Řezníček"",""Vladimír Polívka""]","[""Sofie Šustková""]"
713,The Seventh Day,movie,An inexperienced priest teams up with a hardened exorcist to stop the demonic possession of a young boy. But darkness lies where they least expect it.,"[""Horror Movies""]","[""Brady Jenness"",""Chris Galust"",""Guy Pearce"",""Heath Freeman"",""Keith David"",""Robin Bartlett"",""Stephen Lang"",""Vadhir Derbez""]","[""Justin P. Lange""]"
714,Here Comes the Rain,movie,"Abducted during the Lebanese Civil War and now in his 50s, Ramez is finally a free man. But he returns to society deeply traumatized by the past.","[""Social Issue Dramas"",""Dramas"",""Middle Eastern Movies"",""Lebanese""]","[""Aida Sabra"",""Ali Matar"",""Bernadette Hodeib"",""Carmen Lebbos"",""Diamand Bou Abboud"",""Elie Mitri"",""Gabriel Yammine"",""Hassan Mrad"",""Julia Kassar"",""Raïa Haidar""]","[""Bahij Hojeij""]"
715,The House of Flowers: The Movie,movie,The De La Mora siblings concoct a mischievous plan to break into their old family home to retrieve a hidden treasure of significant importance.,"[""Comedies"",""Music & Musicals"",""TV Comedies"",""Mexican""]","[""Aislinn Derbez"",""Andrea Chaparro"",""Angélica María"",""Cecilia Suárez"",""Christian Chávez"",""Darío Yazbek"",""David Ostrosky"",""Emilio Cuaik"",""Isabel Burr"",""Javier Jattin"",""Juan Pablo Medina"",""Luis De La Rosa"",""Norma Angélica"",""Paco León"",""Paco Rueda"",""Tessa Ia"",""Tiago Correa"",""Ximena Sariñana""]","[""Manolo Caro""]"
716,Good on Paper,movie,"After years of putting her career first, a stand-up comic meets a guy who seems perfect: smart, nice, successful... and possibly too good to be true.","[""Romantic Comedies"",""Romantic Movies"",""Comedies""]","[""Beth Dover"",""Iliza Shlesinger"",""Kimia Behpoornia"",""Margaret Cho"",""Matt McGorry"",""Rebecca Delgado Smith"",""Rebecca Rittenhouse"",""Ryan Hansen"",""Taylor Hill"",""Tyler Cameron""]","[""Kimmy Gatewood""]"
717,Osuofia in London II,movie,"After collecting his brother&#39;s inheritance, Osoufia returns to his Nigerian village with wealth and a British wife whose presence soon causes trouble.","[""African Films"",""Dramas"",""Comedies"",""Nollywood""]","[""Blessing Onolleka"",""Chiwendu Onaga"",""Cynthia Okereke"",""Francis Odega"",""Mara Derwent"",""Nkem Owoh"",""Oluchi Agunwa"",""Patricia Ezeani"",""Romanus Amuta"",""Sabina Mole"",""Stephen Ahanonu"",""Tom Njemanze""]","[""Kingsley Ogoro""]"
718,Osuofia in London,movie,"A villager in Nigeria becomes the sole beneficiary of his late brother&#39;s estate in England, which, according to custom, includes his brother&#39;s fiancée.","[""African Films"",""Dramas"",""Comedies"",""Nollywood""]","[""Blessing Onolleka"",""Chiwendu Onaga"",""Cynthia Okereke"",""Francis Odega"",""Mara Derwent"",""Nkem Owoh"",""Oluchi Agunwa"",""Patricia Ezeani"",""Romanus Amuta"",""Sabina Mole"",""Stephen Ahanonu"",""Tom Njemanze""]","[""Kingsley Ogoro""]"
719,Broken,movie,"After running away from her marriage, a woman enters a dangerous agreement with an unfamiliar man to save her father&#39;s company and her reputation.","[""African Movies"",""Dramas"",""Romantic Movies""]","[""Alenne Menget"",""Eyebe Beniamin"",""John Dumelo"",""Kougoin Kenneth Yuh"",""Nabila Rodriguez"",""Nchifor Valery"",""Ojong Felix"",""Otia Vitalis"",""Syndy Emade"",""T. Pana Wynchester""]","[""Anurin Nwunembom""]"
720,Rurouni Kenshin: The Final,movie,"In 1879, Kenshin and his allies face their strongest enemy yet: his former brother-in-law Enishi Yukishiro and his minions, who&#39;ve vowed their revenge.","[""Action & Adventure"",""Japanese""]","[""Emi Takei"",""Kasumi Arimura"",""Kazuki Kitamura"",""Mackenyu"",""Munetaka Aoki"",""Takeru Sato"",""Tao Tsuchiya"",""Yosuke Eguchi"",""Yu Aoi"",""Yusuke Iseya""]","[""Keishi Otomo""]"
721,Jagame Thandhiram,movie,"When a clever, carefree gangster is recruited to help an overseas crime lord take down a rival, he is caught off guard by the moral dilemmas that follow.","[""Action & Adventure"",""Social Issue Dramas"",""Dramas"",""Crime Movies"",""Tamil-Language Movies"",""Indian""]","[""Aishwarya Lekshmi"",""Dhanush"",""James Cosmo"",""Joju George"",""Kalaiyarasan""]","[""Karthik Subbaraj""]"
